OrderID,OrderDate,ProductID,CustomerID,RegionID,Quantity,DiscountPct,SalesAmount,CostAmount
O000822,2024-03-08,P0202,C0878,R15,1,0.0202,57.6,46.61
O000823,2023-08-19,P0025,C0118,R03,2,0.0349,580.57,405.51
O000824,2023-01-10,P0145,C0287,R04,8,0.0362,3938.95,2942.16
O000825,2023-03-28,P0097,C0223,R15,7,0.0551,651.23,541.65
O000826,2025-06-15,P0126,C0934,R13,3,0.0348,3899.29,2537.19
O000827,2025-09-04,P0061,C0333,R07,1,0.0228,16.85,13.48
O000828,2025-03-18,P0192,C0780,R18,1,0.027,35.59,25.62
O000829,2025-08-18,P0078,C0155,R09,2,0.1551,882.42,750.37
O000830,2025-09-17,P0198,C0140,R09,5,0.0382,3978.23,2886.09
O000831,2023-10-27,P0084,C0136,R07,2,0.1608,161.06,120.1
O000832,2025-09-18,P0212,C0513,R17,3,0.1378,2642.34,1823.9
O000833,2025-04-22,P0162,C0025,R16,6,0.0518,2864.52,2519.04
O000834,2025-12-19,P0193,C0622,R10,1,0.0035,1463.63,891.05
O000835,2023-12-08,P0027,C0324,R19,2,0.0458,199.0,144.49
O000836,2023-06-25,P0180,C0574,R01,3,0.0371,98.23,85.6
O000837,2025-01-19,P0159,C0739,R15,6,0.0435,1341.02,1035.72
O000838,2023-08-19,P0008,C0563,R10,3,0.037,1708.91,970.96
O000839,2024-11-03,P0014,C0952,R07,9,0.0175,403.57,281.31
O000840,2024-11-21,P0123,C0950,R06,2,0.0391,3025.63,2041.56
O000841,2023-12-03,P0141,C0734,R16,2,0.1087,1472.71,1018.0
O000842,2023-12-12,P0087,C0650,R17,1,0.0658,106.31,86.6
O000843,2025-10-16,P0204,C0686,R17,2,0.0415,1922.92,1385.19
O000844,2025-03-27,P0014,C0270,R12,2,0.0385,89.76,62.75
O000845,2025-01-06,P0078,C0598,R16,2,0.1719,803.36,761.32
O000846,2023-03-23,P0020,C0704,R04,4,0.0246,162.73,106.08
O000847,2023-04-16,P0219,C1120,R10,1,0.0498,121.64,80.02
O000848,2024-01-17,P0095,C0351,R11,8,0.0855,2794.88,2084.58
O000849,2024-07-26,P0007,C0842,R14,1,0.0995,1625.42,1115.34
O000850,2023-11-13,P0209,C0235,R10,10,0.1128,1918.72,1341.06
O000851,2025-01-04,P0162,C0113,R12,2,0.1302,875.88,823.25
O000852,2025-11-01,P0100,C1194,R15,1,0.0775,508.33,367.08
O000853,2024-12-10,P0131,C0307,R07,4,0.0719,4956.06,2928.17
O000854,2024-03-28,P0171,C0760,R15,1,0.01,261.5,203.47
O000855,2024-01-07,P0056,C0312,R14,3,0.0726,1441.07,938.35
O000856,2023-07-04,P0047,C0398,R04,5,0.0881,2621.67,2368.27
O000857,2023-11-01,P0187,C0922,R12,4,0.0438,2612.09,1530.96
O000858,2024-10-15,P0052,C0326,R05,6,0.0267,5823.12,3390.33
O000859,2024-01-11,P0146,C0079,R12,1,0.0642,283.76,168.4
O000860,2024-09-10,P0186,C0498,R08,3,0.0797,2049.03,1390.66
O000861,2025-11-17,P0013,C0921,R18,2,0.0241,951.03,700.09
O000862,2023-04-10,P0064,C0928,R07,2,0.036,1054.03,661.48
O000863,2023-09-02,P0011,C0716,R16,5,0.0854,497.4,430.86
O000864,2023-07-12,P0143,C0916,R10,2,0.0792,3264.74,2194.58
O000865,2023-04-21,P0043,C0965,R19,1,0.1116,404.2,293.76
O000866,2024-12-17,P0001,C0676,R15,8,0.0869,2520.26,1976.6
O000867,2025-04-27,P0179,C0548,R12,2,0.0842,117.32,93.62
O000868,2025-11-01,P0007,C0985,R12,7,0.178,10350.46,7444.23
O000869,2024-10-02,P0123,C0821,R01,2,0.1171,2917.82,2056.96
O000870,2024-04-05,P0105,C0634,R08,2,0.0558,971.53,771.7
O000871,2023-10-01,P0067,C0130,R13,6,0.0881,4019.39,2822.88
O000872,2024-01-18,P0130,C0957,R09,5,0.0435,495.15,382.24
O000873,2024-04-18,P0134,C0058,R04,1,0.0651,152.12,119.97
O000874,2025-05-21,P0018,C0962,R09,2,0.0359,45.35,29.81
O000875,2024-12-06,P0020,C0673,R13,2,0.09,75.79,52.58
O000876,2023-12-19,P0174,C0676,R15,4,0.095,48.44,43.23
O000877,2023-04-05,P0037,C1149,R14,3,0.0405,393.77,219.25
O000878,2023-07-28,P0015,C0220,R19,3,0.0475,38.32,31.46
O000879,2025-12-08,P0042,C0513,R17,4,0.0952,3822.42,3557.92
O000880,2023-09-02,P0145,C0882,R18,1,0.0809,452.5,376.29
O000881,2023-02-06,P0041,C1086,R17,3,0.0275,910.82,585.87
O000882,2023-06-15,P0149,C1001,R17,2,0.1109,2275.06,1627.0
O000883,2025-06-20,P0209,C0828,R18,9,0.0249,1910.94,1194.84
O000884,2024-05-12,P0097,C0638,R06,3,0.0178,297.93,233.44
O000885,2024-08-09,P0216,C1090,R03,1,0.0984,1376.13,1114.79
O000886,2024-10-06,P0102,C0850,R13,8,0.0669,4539.04,3741.77
O000887,2023-10-04,P0197,C0667,R11,1,0.0417,715.57,524.58
O000888,2025-06-25,P0001,C0587,R14,3,0.0381,1003.69,736.6
O000889,2023-10-21,P0158,C0396,R18,4,0.0533,2908.49,1726.58
O000890,2023-08-05,P0118,C0008,R14,3,0.0711,4471.45,3115.29
O000891,2024-11-05,P0189,C0861,R20,6,0.1572,2881.83,2760.91
O000892,2023-02-15,P0067,C0938,R03,2,0.1077,1324.41,935.18
O000893,2023-06-10,P0194,C0064,R20,6,0.0612,1908.72,1277.18
O000894,2025-06-06,P0050,C0543,R04,2,0.0669,609.45,418.6
O000895,2024-06-13,P0104,C0399,R06,5,0.0817,4991.76,3618.82
O000896,2023-10-13,P0024,C1157,R03,3,0.0939,339.27,245.98
O000897,2024-08-17,P0042,C0986,R14,1,0.0695,991.2,851.49
O000898,2025-06-23,P0135,C0035,R18,3,0.0779,1387.79,1210.44
O000899,2023-08-08,P0079,C0492,R18,3,0.0975,298.35,182.09
O000900,2023-10-20,P0189,C1043,R09,1,0.0648,513.86,443.21
O000901,2024-09-21,P0203,C0785,R10,4,0.0265,6527.28,3898.89
O000902,2024-10-20,P0028,C0165,R09,4,0.0494,2072.16,1206.83
O000903,2025-11-27,P0177,C0514,R17,1,0.0924,259.16,185.71
O000904,2024-10-07,P0161,C0097,R05,4,0.173,19.99,18.33
O000905,2023-03-21,P0142,C0290,R10,6,0.0552,252.03,213.81
O000906,2024-11-01,P0106,C0487,R07,6,0.1171,2971.99,2554.24
O000907,2024-05-10,P0145,C1049,R14,1,0.0332,466.82,382.39
O000908,2023-09-21,P0003,C0218,R02,8,0.0844,2730.62,2146.77
O000909,2024-12-27,P0053,C0630,R08,1,0.0525,301.26,201.5
O000910,2023-05-03,P0108,C0787,R01,4,0.1147,430.09,324.58
O000911,2025-04-21,P0186,C0927,R11,2,0.0171,1465.06,901.97
O000912,2025-03-11,P0187,C0728,R02,6,0.0729,3822.89,2350.91
O000913,2024-12-15,P0122,C0157,R03,2,0.0148,71.81,48.49
O000914,2025-06-24,P0211,C1004,R18,7,0.1368,3262.48,2373.65
O000915,2025-11-24,P0206,C1137,R15,3,0.0529,244.48,168.23
O000916,2023-01-12,P0103,C1021,R02,3,0.0266,2795.63,2127.06
O000917,2024-03-25,P0016,C0224,R05,3,0.0433,762.41,491.14
O000918,2024-01-14,P0099,C0351,R11,2,0.0307,1402.18,787.18
O000919,2023-11-07,P0153,C0071,R16,6,0.0632,3644.31,3073.69
O000920,2024-02-27,P0076,C0928,R07,1,0.0224,1734.24,1218.67
O000921,2023-12-11,P0199,C0258,R03,3,0.039,3906.13,2554.16
O000922,2025-09-26,P0084,C1129,R12,3,0.0451,256.24,184.23
O000923,2024-12-26,P0181,C0750,R04,2,0.0283,987.4,809.62
O000924,2025-06-03,P0105,C0385,R01,3,0.0052,1500.21,1127.06
O000925,2024-08-20,P0094,C0550,R14,2,0.056,1459.56,960.53
O000926,2023-01-25,P0018,C0430,R15,2,0.0681,41.88,29.93
O000927,2025-07-06,P0063,C0112,R16,6,0.0963,1617.89,1416.19
O000928,2023-08-14,P0143,C0184,R14,3,0.1173,4819.08,3285.63
O000929,2023-02-28,P0104,C0642,R19,4,0.0925,3938.55,3011.61
O000930,2024-12-23,P0079,C1196,R13,2,0.0415,209.13,122.63
O000931,2025-01-10,P0023,C0211,R06,5,0.0452,1507.22,920.36
O000932,2024-04-10,P0146,C1145,R07,7,0.0304,2016.1,1205.17
O000933,2023-09-04,P0133,C0197,R07,1,0.0255,927.82,575.0
O000934,2023-07-27,P0140,C0851,R20,1,0.1056,1237.68,880.78
O000935,2023-04-25,P0022,C1107,R05,1,0.0031,478.04,368.19
O000936,2023-12-23,P0195,C0029,R11,3,0.1237,2851.01,1888.79
O000937,2024-03-12,P0047,C0350,R04,1,0.0631,517.94,482.77
O000938,2023-08-13,P0062,C0616,R13,2,0.0709,3155.42,2153.42
O000939,2023-02-11,P0049,C0649,R20,6,0.1163,1632.44,1435.36
O000940,2024-01-11,P0206,C1048,R13,1,0.0346,83.12,54.82
O000941,2025-07-02,P0110,C0386,R03,2,0.0448,2841.91,1812.69
O000942,2023-11-06,P0146,C0107,R16,4,0.1718,1051.05,668.79
O000943,2024-08-18,P0158,C0783,R03,1,0.0169,720.75,430.13
O000944,2023-05-08,P0137,C0505,R06,1,0.0168,630.48,348.53
O000945,2025-01-05,P0161,C0242,R12,3,0.1532,15.21,13.75
O000946,2023-12-13,P0123,C0112,R16,1,0.1234,1389.2,1042.67
O000947,2023-04-23,P0140,C0397,R01,2,0.0828,2662.42,1695.03
O000948,2024-08-10,P0045,C1075,R10,4,0.1145,2222.66,1472.68
O000949,2023-01-22,P0095,C0052,R04,5,0.0373,1868.19,1295.74
O000950,2023-02-19,P0002,C0762,R12,7,0.0739,3201.51,2154.65
O000951,2023-03-10,P0113,C0308,R12,2,0.0427,414.17,293.58
O000952,2024-02-18,P0123,C0745,R16,1,0.05,1481.8,1023.6
O000953,2024-08-15,P0116,C1048,R13,1,0.1515,500.68,459.12
O000954,2024-06-06,P0202,C0381,R01,2,0.028,111.28,92.3
O000955,2025-11-12,P0109,C0484,R16,1,0.161,216.23,194.78
O000956,2024-02-08,P0187,C0490,R13,3,0.0916,1823.43,1167.5
O000957,2025-06-16,P0119,C0852,R17,4,0.0845,2265.14,1365.5
O000958,2025-06-02,P0018,C0909,R08,9,0.0301,203.36,136.45
O000959,2025-04-03,P0011,C0477,R17,3,0.0943,287.01,258.47
O000960,2025-02-11,P0069,C0107,R16,2,0.0538,230.7,167.07
O000961,2024-01-15,P0173,C0653,R05,1,0.0452,339.45,218.28
O000962,2023-01-14,P0106,C0837,R17,6,0.0947,3176.57,2460.54
O000963,2024-06-03,P0081,C0555,R20,1,0.0883,164.68,129.9
O000964,2023-01-03,P0108,C0597,R12,1,0.0907,105.91,80.56
O000965,2024-06-03,P0208,C0802,R07,1,0.0882,824.94,552.88
O000966,2023-07-03,P0041,C0501,R03,5,0.0838,1395.68,987.73
O000967,2023-07-24,P0132,C0861,R20,4,0.0584,1792.9,1353.05
O000968,2025-03-08,P0151,C0761,R04,1,0.1716,692.21,511.1
O000969,2025-07-23,P0183,C0121,R09,1,0.0019,390.48,294.39
O000970,2024-06-14,P0107,C0022,R08,6,0.0759,1223.5,792.54
O000971,2024-12-28,P0206,C1165,R11,4,0.0921,306.05,225.29
O000972,2024-01-28,P0190,C0638,R06,3,0.0339,1255.16,825.61
O000973,2025-01-17,P0022,C0937,R04,2,0.0885,895.12,772.14
O000974,2024-11-26,P0056,C0681,R15,1,0.0006,501.88,316.24
O000975,2024-04-12,P0055,C0313,R03,1,0.1078,167.22,128.58
O000976,2024-03-12,P0201,C0135,R16,6,0.0428,2334.07,1758.81
O000977,2024-11-04,P0027,C1020,R03,4,0.0863,383.13,302.24
O000978,2025-08-16,P0182,C0141,R20,1,0.0337,358.83,277.57
O000979,2025-09-19,P0213,C0483,R06,3,0.0775,736.11,597.76
O000980,2024-01-16,P0092,C0462,R03,1,0.0497,183.21,115.29
O000981,2024-04-07,P0032,C0208,R20,1,0.0162,77.08,56.14
O000982,2024-04-10,P0179,C1107,R05,7,0.0208,432.78,330.72
O000983,2024-10-08,P0096,C0630,R08,4,0.0163,4199.23,2710.56
O000984,2025-06-24,P0140,C0732,R09,1,0.0968,1311.99,851.59
O000985,2025-08-04,P0066,C0456,R12,2,0.0612,1052.74,647.25
O000986,2024-12-09,P0100,C0672,R13,5,0.0353,2670.49,1909.39
O000987,2024-12-10,P0087,C1061,R16,3,0.0367,323.17,256.83
O000988,2024-02-12,P0113,C1169,R20,1,0.0939,198.17,148.93
O000989,2023-08-09,P0004,C0354,R09,2,0.07,189.53,135.11
O000990,2024-10-26,P0121,C0647,R10,7,0.1194,2125.15,1978.58
O000991,2025-11-15,P0063,C0436,R03,1,0.1438,262.03,228.04
O000992,2025-12-10,P0051,C0032,R05,2,0.0468,736.35,556.84
O000993,2023-10-10,P0204,C0802,R07,1,0.0958,859.88,684.21
O000994,2025-10-15,P0034,C1005,R03,5,0.0872,2278.63,1564.98
O000995,2025-01-11,P0184,C0560,R18,5,0.1667,1295.43,1072.73
O000996,2023-08-25,P0174,C1148,R16,3,0.0283,37.93,32.35
O000997,2024-09-04,P0086,C0903,R05,1,0.0978,72.98,49.07
O000998,2024-10-10,P0020,C1165,R11,4,0.0648,158.17,106.93
O000999,2025-08-13,P0146,C0037,R18,3,0.081,846.87,513.38
O001000,2023-06-27,P0152,C0254,R07,3,0.0827,162.6,114.98
O001001,2023-07-09,P0044,C0334,R17,2,0.1619,942.8,678.66
O001002,2024-12-06,P0194,C0652,R14,1,0.0093,338.86,205.64
O001003,2023-05-12,P0071,C1120,R10,1,0.0785,61.74,56.88
O001004,2024-11-20,P0097,C0488,R11,3,0.134,268.09,225.97
O001005,2025-09-28,P0207,C0274,R20,1,0.0396,98.04,62.94
O001006,2023-07-02,P0171,C0530,R19,4,0.1153,963.95,815.79
O001007,2024-06-19,P0098,C0554,R07,1,0.0334,55.4,35.19
O001008,2025-08-16,P0191,C0386,R03,6,0.039,693.8,514.8
O001009,2024-11-10,P0074,C0856,R17,2,0.0777,1839.39,1254.05
O001010,2024-02-05,P0063,C0034,R12,1,0.0438,282.63,236.99
O001011,2024-12-19,P0151,C0369,R01,3,0.1498,2171.71,1463.53
O001012,2023-11-18,P0056,C0242,R12,4,0.1278,1738.25,1243.06
O001013,2023-05-04,P0122,C0086,R15,1,0.084,33.71,24.41
O001014,2025-01-18,P0117,C0106,R16,1,0.1266,376.42,249.91
O001015,2024-02-15,P0114,C1030,R07,2,0.0709,1207.64,733.59
O001016,2023-03-12,P0200,C0583,R03,3,0.015,892.62,729.3
O001017,2023-02-15,P0084,C1171,R13,2,0.048,178.62,119.52
O001018,2025-02-26,P0153,C0220,R19,1,0.05,637.31,516.11
O001019,2023-12-13,P0091,C1137,R15,8,0.0445,383.91,310.19
O001020,2025-09-25,P0041,C0602,R16,2,0.1684,522.36,395.76
O001021,2024-11-01,P0080,C0131,R12,1,0.0665,1177.9,859.95
O001022,2024-08-21,P0089,C0241,R03,3,0.0848,2106.51,1501.16
O001023,2023-09-21,P0039,C0584,R02,1,0.0719,280.59,199.83
O001024,2023-12-21,P0128,C0818,R03,1,0.0041,65.49,41.34
O001025,2024-04-11,P0219,C0988,R07,3,0.0984,328.04,231.73
O001026,2025-10-02,P0082,C1103,R19,1,0.0413,324.3,241.25
O001027,2023-12-02,P0123,C1069,R07,2,0.0699,3021.42,2076.74
O001028,2024-12-10,P0043,C0700,R02,4,0.0375,1877.96,1188.2
O001029,2024-07-04,P0067,C0035,R18,4,0.0274,2813.85,1834.73
O001030,2023-11-06,P0179,C0125,R18,5,0.0235,316.38,231.82
O001031,2024-07-01,P0035,C1194,R15,1,0.0873,140.24,93.68
O001032,2023-04-11,P0152,C0190,R07,2,0.068,111.15,78.07
O001033,2024-04-26,P0210,C0113,R12,4,0.1376,294.04,221.26
O001034,2023-07-04,P0173,C0982,R15,2,0.0853,643.0,437.99
O001035,2024-04-11,P0169,C0661,R04,1,0.0239,148.38,94.31
O001036,2023-01-09,P0036,C0500,R09,1,0.0824,826.2,622.29
O001037,2024-02-13,P0018,C0537,R10,1,0.0929,21.85,14.89
O001038,2024-11-16,P0034,C0818,R03,1,0.0591,455.84,313.95
O001039,2025-12-26,P0182,C1195,R11,7,0.0554,2495.62,1969.4
O001040,2024-11-05,P0022,C0813,R14,3,0.0968,1332.75,1136.94
O001041,2025-08-09,P0031,C0684,R20,2,0.0698,1597.83,1266.8
O001042,2023-12-03,P0145,C0256,R03,4,0.0206,1976.79,1476.05
O001043,2024-07-02,P0014,C0408,R03,3,0.0761,125.33,95.42
O001044,2023-07-20,P0199,C0352,R01,4,0.0212,5471.1,3271.94
O001045,2024-07-09,P0152,C0879,R11,1,0.0632,54.99,38.65
O001046,2025-04-07,P0188,C0864,R16,3,0.0323,1710.35,1388.4
O001047,2025-09-13,P0152,C0046,R20,7,0.081,376.41,268.28
O001048,2024-07-14,P0058,C0015,R15,4,0.0763,2771.28,2353.71
O001049,2024-12-13,P0138,C1139,R15,1,0.0828,872.73,683.89
O001050,2023-03-24,P0075,C0588,R02,5,0.0884,1321.98,992.88
O001051,2023-02-20,P0208,C1109,R19,1,0.1183,782.17,556.78
O001052,2025-05-11,P0106,C0162,R14,2,0.0198,1090.6,814.41
O001053,2023-04-06,P0134,C0446,R14,1,0.0883,143.95,119.02
O001054,2023-12-03,P0005,C0614,R08,8,0.0939,198.49,131.74
O001055,2025-08-20,P0032,C0235,R10,1,0.1237,69.29,56.75
O001056,2025-06-22,P0148,C0586,R19,3,0.0547,2369.02,1793.97
O001057,2024-09-20,P0206,C0309,R07,3,0.0746,243.49,168.76
O001058,2024-07-21,P0048,C0665,R12,1,0.0514,1633.72,1056.14
O001059,2025-04-18,P0209,C0511,R20,2,0.0933,385.98,272.47
O001060,2023-06-18,P0180,C0424,R12,2,0.0625,66.97,55.3
O001061,2024-05-28,P0156,C0895,R15,3,0.0833,4195.27,2626.12
O001062,2024-09-16,P0114,C0276,R10,1,0.0661,571.72,376.91
O001063,2025-11-26,P0001,C0343,R13,1,0.0309,338.0,245.75
O001064,2025-04-22,P0035,C0565,R18,1,0.0563,145.57,90.18
O001065,2024-09-13,P0025,C0338,R07,2,0.0496,565.21,395.27
O001066,2023-10-10,P0165,C0560,R18,1,0.1415,55.54,45.6
O001067,2024-06-05,P0060,C0208,R20,1,0.0122,1374.79,1002.93
O001068,2023-07-10,P0178,C0561,R11,3,0.0029,611.22,402.9
O001069,2025-06-15,P0165,C0592,R19,1,0.0608,64.26,45.1
O001070,2023-06-18,P0189,C0641,R14,1,0.05,504.75,438.36
O001071,2023-07-24,P0192,C0632,R07,5,0.045,175.84,127.7
O001072,2025-05-05,P0024,C0581,R02,1,0.07,121.98,82.41
O001073,2024-07-05,P0147,C0451,R20,6,0.0822,532.67,398.89
O001074,2025-10-18,P0104,C0410,R01,1,0.0464,1013.77,752.81
O001075,2023-06-01,P0170,C0635,R04,10,0.0864,5799.54,4464.5
O001076,2025-12-25,P0012,C0344,R11,2,0.0087,78.8,50.75
O001077,2023-04-07,P0098,C0393,R08,3,0.0501,155.34,104.53
O001078,2023-07-15,P0211,C0881,R02,2,0.0212,1063.55,652.92
O001079,2024-09-03,P0002,C0928,R07,1,0.0897,459.85,294.37
O001080,2023-08-03,P0103,C0652,R14,5,0.0216,4653.9,3569.27
O001081,2024-12-26,P0068,C0919,R06,2,0.0527,2532.83,1848.73
O001082,2023-05-19,P0168,C0132,R12,3,0.0668,1490.22,1152.17
O001083,2023-06-27,P0092,C1040,R17,5,0.138,859.76,557.03
O001084,2025-09-25,P0056,C0249,R16,1,0.0273,486.74,312.06
O001085,2023-09-28,P0129,C0506,R10,1,0.1155,260.1,172.02
O001086,2024-11-06,P0047,C0561,R11,2,0.0373,1132.78,940.96
O001087,2025-11-21,P0113,C0469,R04,2,0.024,402.62,294.91
O001088,2023-01-18,P0106,C0039,R06,7,0.0615,3731.35,2911.43
O001089,2025-10-06,P0219,C0915,R12,2,0.0719,231.42,157.24
O001090,2023-10-06,P0134,C0152,R06,5,0.0496,758.53,611.56
O001091,2024-08-11,P0203,C1056,R20,1,0.0329,1582.4,947.76
O001092,2023-05-23,P0060,C0164,R09,3,0.0863,3984.02,3098.19
O001093,2025-12-14,P0010,C0760,R15,2,0.0187,100.6,81.17
O001094,2024-10-08,P0077,C1042,R18,6,0.0621,2080.61,1715.8
O001095,2024-04-17,P0100,C0799,R07,2,0.1672,941.71,742.71
O001096,2025-05-18,P0092,C0458,R13,3,0.0802,550.58,336.32
O001097,2024-10-18,P0002,C0757,R15,6,0.0063,2869.17,1821.12
O001098,2025-12-17,P0003,C1034,R07,7,0.0499,2500.34,1862.89
O001099,2025-07-11,P0122,C0745,R16,3,0.0975,96.84,73.76
O001100,2025-11-11,P0053,C0440,R08,2,0.0391,579.16,415.43
O001101,2025-06-11,P0079,C0295,R11,8,0.1466,739.33,487.68
O001102,2025-06-26,P0171,C0849,R17,6,0.0929,1465.75,1190.28
O001103,2023-10-13,P0085,C0214,R09,2,0.0644,347.2,237.61
O001104,2025-01-26,P0179,C0627,R07,3,0.0247,183.23,140.24
O001105,2025-03-09,P0109,C0179,R19,2,0.1476,435.21,386.9
O001106,2024-10-10,P0163,C0275,R09,2,0.1407,1586.87,1326.87
O001107,2023-04-10,P0064,C1061,R16,3,0.0314,1541.31,991.15
O001108,2025-03-10,P0031,C1083,R20,2,0.1573,1407.18,1245.28
O001109,2023-02-10,P0058,C0986,R14,1,0.0539,707.77,586.43
O001110,2024-04-19,P0032,C1052,R08,3,0.092,214.34,170.61
O001111,2024-04-27,P0105,C0919,R06,1,0.0041,501.36,376.46
O001112,2023-05-08,P0069,C0899,R02,4,0.0412,455.5,334.64
O001113,2025-12-09,P0059,C0944,R10,5,0.0513,4070.67,3001.72
O001114,2023-09-09,P0048,C0797,R20,2,0.0512,3233.57,2076.35
O001115,2025-10-07,P0090,C0929,R09,2,0.0989,677.58,522.56
O001116,2025-03-01,P0005,C0532,R04,4,0.0783,101.75,64.92
O001117,2024-03-01,P0084,C0863,R03,2,0.067,174.7,119.21
O001118,2025-12-03,P0049,C0160,R16,10,0.0106,3007.36,2425.75
O001119,2023-09-05,P0118,C0476,R16,5,0.0717,7669.35,5280.26
O001120,2025-11-19,P0107,C0505,R06,3,0.0911,579.76,395.47
O001121,2025-06-04,P0101,C0694,R19,2,0.0548,896.31,703.37
O001122,2023-08-09,P0134,C0871,R10,3,0.0823,452.75,357.31
O001123,2025-07-14,P0013,C1187,R03,3,0.0984,1306.16,1018.72
O001124,2024-04-03,P0020,C0576,R08,1,0.0304,41.58,26.81
O001125,2024-11-14,P0106,C0972,R09,2,0.1668,932.98,837.84
O001126,2025-05-27,P0083,C1180,R01,1,0.0368,15.75,9.63
O001127,2024-07-01,P0066,C0306,R03,2,0.1578,938.74,641.15
O001128,2024-03-09,P0083,C0756,R09,2,0.0786,29.48,19.0
O001129,2023-09-03,P0054,C0149,R17,7,0.1497,1364.57,1180.4
O001130,2024-11-06,P0030,C0194,R08,1,0.0582,342.42,305.38
O001131,2025-06-24,P0050,C0619,R02,6,0.0716,1837.88,1241.4
O001132,2023-12-15,P0209,C0094,R08,3,0.0347,617.44,404.21
O001133,2024-04-10,P0026,C0647,R10,4,0.1382,66.25,53.93
O001134,2023-11-24,P0219,C0258,R03,6,0.0728,727.96,464.67
O001135,2025-10-26,P0149,C0824,R14,2,0.0685,2389.52,1639.31
O001136,2024-12-25,P0025,C0649,R20,1,0.1058,273.71,201.55
O001137,2024-10-15,P0175,C0959,R20,7,0.0983,7125.35,5162.98
O001138,2023-07-09,P0061,C1161,R12,1,0.0939,16.01,13.19
O001139,2024-06-15,P0108,C1002,R15,1,0.0047,113.56,81.18
O001140,2025-11-21,P0003,C1186,R07,2,0.1775,622.05,516.46
O001141,2024-11-13,P0004,C0625,R13,1,0.0851,94.2,65.65
O001142,2024-08-15,P0174,C0917,R11,2,0.09,23.64,21.02
O001143,2025-10-22,P0130,C1129,R12,3,0.0563,297.89,225.95
O001144,2024-07-17,P0093,C0291,R17,6,0.0536,32.32,20.02
O001145,2024-04-22,P0207,C1010,R11,1,0.0894,96.17,62.81
O001146,2024-01-13,P0216,C1192,R06,7,0.0418,10249.49,7926.74
O001147,2023-09-23,P0213,C0404,R20,2,0.0019,542.67,401.92
O001148,2025-09-05,P0109,C1127,R18,5,0.0284,1242.13,962.91
O001149,2025-09-20,P0183,C0487,R07,6,0.0334,2276.54,1742.55
O001150,2025-08-23,P0016,C0783,R03,3,0.0784,750.63,480.77
O001151,2025-05-12,P0161,C0072,R04,6,0.1721,30.24,27.43
O001152,2024-04-16,P0181,C0019,R17,1,0.0507,477.31,414.9
O001153,2023-01-18,P0001,C0946,R03,6,0.0547,2002.27,1415.58
O001154,2024-03-12,P0173,C0301,R08,6,0.0017,2172.8,1245.31
O001155,2025-09-14,P0196,C0948,R03,3,0.0392,3408.8,2483.83
O001156,2025-10-19,P0045,C0583,R03,3,0.0251,1838.22,1114.33
O001157,2024-12-21,P0203,C0119,R05,4,0.1587,5671.05,3830.59
O001158,2025-02-12,P0040,C0358,R18,10,0.0643,2489.54,1734.54
O001159,2025-11-25,P0208,C0231,R10,2,0.1417,1527.06,1096.26
O001160,2025-09-24,P0206,C0736,R14,2,0.0433,172.31,113.87
O001161,2025-05-21,P0108,C0125,R18,2,0.0616,221.05,163.76
O001162,2024-10-04,P0220,C0685,R04,1,0.0214,685.74,380.99
O001163,2023-12-11,P0117,C0983,R11,1,0.0544,399.43,253.29
O001164,2024-06-01,P0158,C1180,R01,4,0.0083,2979.9,1695.58
O001165,2024-09-27,P0100,C0822,R14,1,0.0606,540.72,377.87
O001166,2025-04-16,P0038,C0525,R07,4,0.0444,5155.63,4191.16
O001167,2024-04-10,P0070,C0620,R03,8,0.0657,4651.95,3827.91
O001168,2024-03-08,P0044,C0036,R02,1,0.0553,523.69,332.45
O001169,2024-01-20,P0043,C1077,R15,1,0.0943,459.35,297.63
O001170,2024-10-04,P0147,C0061,R19,6,0.0652,545.12,401.83
O001171,2024-03-11,P0015,C1172,R13,8,0.0633,102.08,82.6
O001172,2023-09-01,P0019,C0190,R07,4,0.1236,2978.81,1916.08
O001173,2025-11-21,P0205,C1103,R19,1,0.0885,248.62,212.22
O001174,2024-11-22,P0044,C0302,R17,3,0.0698,1577.16,961.41
O001175,2024-05-21,P0131,C0051,R16,6,0.0756,7185.4,4518.18
O001176,2023-02-27,P0002,C0805,R15,3,0.0564,1360.82,906.09
O001177,2024-07-14,P0165,C1149,R14,1,0.0738,62.6,45.33
O001178,2025-03-18,P0120,C0814,R06,1,0.0855,363.65,227.65
O001179,2025-06-25,P0006,C0394,R12,2,0.048,525.05,313.72
O001180,2023-08-22,P0136,C1012,R16,5,0.0416,479.04,361.98
O001181,2025-09-13,P0036,C0708,R12,1,0.0852,808.77,622.15
O001182,2025-04-24,P0214,C0006,R18,2,0.1364,882.24,567.3
O001183,2023-04-22,P0111,C0230,R04,5,0.0569,3469.23,2709.2
O001184,2023-11-23,P0022,C0815,R16,4,0.0915,1757.06,1544.8
O001185,2023-12-14,P0105,C0076,R10,1,0.0891,468.25,383.03
O001186,2025-09-10,P0202,C0674,R02,3,0.1728,140.79,136.62
O001187,2023-08-22,P0176,C0363,R05,1,0.0065,50.18,30.47
O001188,2024-09-01,P0068,C0308,R12,5,0.0208,6711.38,4658.42
O001189,2025-02-25,P0114,C0625,R13,1,0.0534,594.12,364.95
O001190,2025-12-18,P0194,C0719,R05,1,0.0493,314.59,212.19
O001191,2024-04-24,P0087,C0679,R11,2,0.1109,200.22,173.99
